unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,descriptor_2,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,council_district,police_precinct,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
62766324,2024-10-15T12:15:10.000,2024-10-16T16:18:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,ROACHES,RESIDENTIAL BUILDING,10460.0,1523 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",2024-10-16T00:00:00.000,09 BRONX,17.0,Precinct 43,2039200016.0,BRONX,1021186.0,244711.0,PHONE,Unspecified,BRONX,,,,,,,,40.83827319606582,-73.8665151780017,POINT (-73.866515178002 40.838273196066)
62760039,2024-10-15T12:15:10.000,2024-10-16T16:18:45.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING,RESIDENTIAL BUILDING,10460.0,1523 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,2024-10-16T00:00:00.000,09 BRONX,17.0,Precinct 43,2039200016.0,BRONX,1021186.0,244711.0,PHONE,Unspecified,BRONX,,,,,,,,40.83827319606582,-73.8665151780017,POINT (-73.866515178002 40.838273196066)
62767166,2024-10-15T12:15:10.000,2025-05-06T15:22:55.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,NO STOVE KNOB COVERS,RESIDENTIAL BUILDING,10460.0,1523 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",2025-05-06T00:00:00.000,09 BRONX,17.0,Precinct 43,2039200016.0,BRONX,1021186.0,244711.0,PHONE,Unspecified,BRONX,,,,,,,,40.83827319606582,-73.8665151780017,POINT (-73.866515178002 40.838273196066)
62762992,2024-10-15T12:15:10.000,2024-10-16T16:58:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10460.0,1523 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,2024-10-16T00:00:00.000,09 BRONX,17.0,Precinct 43,2039200016.0,BRONX,1021186.0,244711.0,PHONE,Unspecified,BRONX,,,,,,,,40.83827319606582,-73.8665151780017,POINT (-73.866515178002 40.838273196066)
62766418,2024-10-15T12:15:10.000,2024-10-16T16:18:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,MICE,RESIDENTIAL BUILDING,10460.0,1523 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",2024-10-16T00:00:00.000,09 BRONX,17.0,Precinct 43,2039200016.0,BRONX,1021186.0,244711.0,PHONE,Unspecified,BRONX,,,,,,,,40.83827319606582,-73.8665151780017,POINT (-73.866515178002 40.838273196066)
62761863,2024-10-15T12:15:11.000,2024-10-16T16:18:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,OTHER,RESIDENTIAL BUILDING,10460.0,1523 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,2024-10-16T00:00:00.000,09 BRONX,17.0,Precinct 43,2039200016.0,BRONX,1021186.0,244711.0,PHONE,Unspecified,BRONX,,,,,,,,40.83827319606582,-73.8665151780017,POINT (-73.866515178002 40.838273196066)
62762456,2024-10-15T12:15:11.000,2024-10-15T19:51:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,10456.0,350 EAST  170 STREET,EAST  170 STREET,TELLER AVENUE,CLAY AVENUE,TELLER AVENUE,CLAY AVENUE,ADDRESS,BRONX,EAST  170 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-10-15T19:52:00.000,04 BRONX,16.0,Precinct 44,2027820101.0,BRONX,1009429.0,244226.0,ONLINE,Unspecified,BRONX,Car,,,,,,,40.836983360125025,-73.90900615997319,POINT (-73.909006159973 40.836983360125)
62770659,2024-10-15T12:15:12.000,2024-10-16T22:10:53.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,11212.0,472 EAST   95 STREET,EAST   95 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2024-10-16T00:00:00.000,17 BROOKLYN,41.0,Precinct 67,3046910024.0,BROOKLYN,1007215.0,178260.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65592943414023,-73.91723253035933,POINT (-73.917232530359 40.65592943414)
62764740,2024-10-15T12:15:14.000,2024-10-15T15:39:49.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT AND NO HOT WATER,RESIDENTIAL BUILDING,10454.0,501 EAST  138 STREET,EAST  138 STREET,,,,,ADDRESS,BRONX,,,Closed,,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2024-10-15T00:00:00.000,01 BRONX,8.0,Precinct 40,2022830053.0,BRONX,1006533.0,233549.0,PHONE,Unspecified,BRONX,,,,,,,,40.80768581137771,-73.91950740093422,POINT (-73.919507400934 40.807685811378)
62769140,2024-10-15T12:15:16.000,2024-10-16T17:26:44.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,11226.0,601 EAST   18 STREET,EAST   18 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2024-10-16T00:00:00.000,14 BROOKLYN,40.0,Precinct 70,3052180039.0,BROOKLYN,995198.0,171063.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63619823642374,-73.96055431186893,POINT (-73.960554311869 40.636198236424)
62764734,2024-10-15T12:15:18.000,2024-10-17T08:42:59.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT AND NO HOT WATER,RESIDENTIAL BUILDING,11207.0,523 VERMONT STREET,VERMONT STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2024-10-17T00:00:00.000,05 BROOKLYN,42.0,Precinct 75,3038080011.0,BROOKLYN,1014085.0,182064.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.666350085104014,-73.89245575905608,POINT (-73.892455759056 40.666350085104)
62766486,2024-10-15T12:15:19.000,2024-10-25T12:40:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,BROKEN/BLOCKED SEWAGE PIPE,RESIDENTIAL BUILDING,11432.0,170-14 89 AVENUE,89 AVENUE,,,,,ADDRESS,JAMAICA,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2024-10-25T00:00:00.000,12 QUEENS,27.0,Precinct 103,4098050054.0,QUEENS,1042225.0,197888.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7096436637096,-73.79088549705563,POINT (-73.790885497056 40.70964366371)
62768020,2024-10-15T12:15:19.000,2024-10-25T12:40:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RAW SEWAGE ACCUMULATION,RESIDENTIAL BUILDING,11432.0,170-14 89 AVENUE,89 AVENUE,,,,,ADDRESS,JAMAICA,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",2024-10-25T00:00:00.000,12 QUEENS,27.0,Precinct 103,4098050054.0,QUEENS,1042225.0,197888.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7096436637096,-73.79088549705563,POINT (-73.790885497056 40.70964366371)
62764940,2024-10-15T12:15:21.000,2024-10-15T14:32:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,Street/Sidewalk,11356.0,20-03 126 STREET,126 STREET,20 AVENUE,22 AVENUE,20 AVENUE,22 AVENUE,ADDRESS,COLLEGE POINT,126 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2024-10-15T14:32:06.000,07 QUEENS,19.0,Precinct 109,4041710019.0,QUEENS,1027920.0,224022.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.78145699175336,-73.8423134875356,POINT (-73.842313487536 40.781456991753)
62759017,2024-10-15T12:15:21.000,2024-10-15T16:47:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,Street/Sidewalk,11368.0,102 STREET,102 STREET,102 STREET,SPRUCE STREET,102 STREET,SPRUCE STREET,INTERSECTION,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2024-10-15T16:48:02.000,04 QUEENS,21.0,Precinct 110,,QUEENS,1021899.0,212404.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74959632250057,-73.86411954746852,POINT (-73.864119547469 40.749596322501)
62761826,2024-10-15T12:15:22.000,2024-11-01T05:03:21.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,11203.0,1122 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2024-11-01T00:00:00.000,17 BROOKLYN,45.0,Precinct 67,3049170026.0,BROOKLYN,999194.0,174599.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64589795618206,-73.9461488787473,POINT (-73.946148878747 40.645897956182)
62763938,2024-10-15T12:15:22.000,2024-10-15T12:43:22.000,NYPD,New York City Police Department,Encampment,,,Street/Sidewalk,10014.0,128 WEST   10 STREET,WEST   10 STREET,GREENWICH AVENUE,WAVERLY PLACE,GREENWICH AVENUE,WAVERLY PLACE,ADDRESS,NEW YORK,WEST   10 STREET,,Closed,,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2024-10-15T12:43:24.000,02 MANHATTAN,3.0,Precinct 6,1006100053.0,MANHATTAN,984200.0,206929.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.734648960079824,-74.00018041636791,POINT (-74.000180416368 40.73464896008)
62761543,2024-10-15T12:15:22.000,2024-10-15T22:59:23.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,11203.0,1122 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2024-10-15T00:00:00.000,17 BROOKLYN,45.0,Precinct 67,3049170026.0,BROOKLYN,999194.0,174599.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64589795618206,-73.9461488787473,POINT (-73.946148878747 40.645897956182)
62760037,2024-10-15T12:15:22.000,2024-10-17T06:44:01.000,DHS,Department of Homeless Services,Encampment,,,Street/Sidewalk,10014.0,128 WEST   10 STREET,WEST   10 STREET,GREENWICH AVENUE,WAVERLY PLACE,GREENWICH AVENUE,WAVERLY PLACE,ADDRESS,NEW YORK,WEST   10 STREET,,Closed,,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2024-10-17T06:44:05.000,02 MANHATTAN,3.0,Precinct 6,1006100053.0,MANHATTAN,984200.0,206929.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.734648960079824,-74.00018041636791,POINT (-74.000180416368 40.73464896008)
62762982,2024-10-15T12:15:37.000,2024-10-22T14:11:07.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE,RESIDENTIAL BUILDING,10034.0,276 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,2024-10-22T00:00:00.000,12 MANHATTAN,10.0,Precinct 34,1022280037.0,MANHATTAN,1006926.0,254990.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.86653411468807,-73.91801528422434,POINT (-73.918015284224 40.866534114688)
62769238,2024-10-15T12:15:37.000,2024-10-22T14:11:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,,RESIDENTIAL BUILDING,10034.0,276 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,2024-10-22T00:00:00.000,12 MANHATTAN,10.0,Precinct 34,1022280037.0,MANHATTAN,1006926.0,254990.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.86653411468807,-73.91801528422434,POINT (-73.918015284224 40.866534114688)
62766343,2024-10-15T12:15:37.000,2024-10-22T14:11:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,SINK DETACHED FROM WALL,RESIDENTIAL BUILDING,10034.0,276 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",2024-10-22T00:00:00.000,12 MANHATTAN,10.0,Precinct 34,1022280037.0,MANHATTAN,1006926.0,254990.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.86653411468807,-73.91801528422434,POINT (-73.918015284224 40.866534114688)
62769504,2024-10-15T12:15:37.000,2024-10-22T14:11:07.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,BOWL LOOSE OR WOBBLY,RESIDENTIAL BUILDING,10034.0,276 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,2024-10-22T00:00:00.000,12 MANHATTAN,10.0,Precinct 34,1022280037.0,MANHATTAN,1006926.0,254990.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.86653411468807,-73.91801528422434,POINT (-73.918015284224 40.866534114688)
62767746,2024-10-15T12:15:39.000,2024-10-17T12:56:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10011.0,41 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2024-10-17T00:00:00.000,02 MANHATTAN,3.0,Precinct 6,1006090001.0,MANHATTAN,984222.0,208137.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73796462179348,-74.00010103819372,POINT (-74.000101038194 40.737964621793)
62770387,2024-10-15T12:15:43.000,2025-04-28T13:14:58.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Free Repair,Street,10314.0,318 WOODBINE AVENUE,WOODBINE AVENUE,AUBURN AVENUE,WYONA AVENUE,AUBURN AVENUE,WYONA AVENUE,ADDRESS,STATEN ISLAND,WOODBINE AVENUE,,Closed,,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2025-04-28T13:15:03.000,01 STATEN ISLAND,50.0,Precinct 121,5015240166.0,STATEN ISLAND,942690.0,161935.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.611053088774305,-74.14968451312193,POINT (-74.149684513122 40.611053088774)
62767238,2024-10-15T12:15:50.000,2024-10-15T12:15:50.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,,3+ Family Apartment Building,11238.0,500 WASHINGTON AVENUE,WASHINGTON AVENUE,GATES AVENUE,FULTON STREET,GATES AVENUE,FULTON STREET,ADDRESS,BROOKLYN,WASHINGTON AVENUE,,Closed,,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2024-11-01T12:25:00.000,02 BROOKLYN,35.0,Precinct 88,3019780025.0,BROOKLYN,993964.0,188461.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68395334811083,-73.96497535451016,POINT (-73.96497535451 40.683953348111)
62767764,2024-10-15T12:15:50.000,2024-10-16T16:15:30.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,11212.0,234 EAST   93 STREET,EAST   93 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2024-10-16T00:00:00.000,17 BROOKLYN,41.0,Precinct 67,3046280024.0,BROOKLYN,1005312.0,179696.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.659875668174216,-73.92408658701677,POINT (-73.924086587017 40.659875668174)
62770936,2024-10-15T12:15:58.000,2024-10-16T18:49:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING,RESIDENTIAL BUILDING,10031.0,760 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,,Closed,,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",2024-10-16T00:00:00.000,09 MANHATTAN,7.0,Precinct 30,1020990063.0,MANHATTAN,998248.0,242472.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83219393773522,-73.94941658025994,POINT (-73.94941658026 40.832193937735)
62763750,2024-10-15T12:16:06.000,2024-10-15T13:57:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,10032.0,819 RIVERSIDE DRIVE,RIVERSIDE DRIVE,EDWARD M MORGAN PLACE,WEST  160 STREET,EDWARD M MORGAN PLACE,WEST  160 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2024-10-15T13:57:14.000,12 MANHATTAN,7.0,Precinct 33,1021350003.0,MANHATTAN,999286.0,243713.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83559841813119,-73.94566286431338,POINT (-73.945662864313 40.835598418131)
62770861,2024-10-15T12:16:14.000,2024-10-16T13:15:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10304.0,240 PARK HILL AVENUE,PARK HILL AVENUE,,,,,ADDRESS,STATEN ISLAND,,,Closed,,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2024-10-16T00:00:00.000,01 STATEN ISLAND,49.0,Precinct 120,5029220001.0,STATEN ISLAND,961212.0,162579.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61288824997931,-74.08297703202305,POINT (-74.082977032023 40.612888249979)
62760878,2024-10-15T12:16:18.000,2024-10-15T19:51:08.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,,Street/Sidewalk,10456.0,EAST  166 STREET,EAST  166 STREET,EAST  166 STREET,GRAND CONCOURSE,EAST  166 STREET,GRAND CONCOURSE,INTERSECTION,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2024-10-15T19:51:10.000,04 BRONX,16.0,Precinct 44,,BRONX,1006427.0,242388.0,ONLINE,Unspecified,BRONX,Car,,,,,,,40.83194663149344,-73.91986109272285,POINT (-73.919861092723 40.831946631493)
62760866,2024-10-15T12:16:27.000,2024-10-15T12:33:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10038.0,19 BEEKMAN STREET,BEEKMAN STREET,NASSAU STREET,WILLIAM STREET,NASSAU STREET,WILLIAM STREET,ADDRESS,NEW YORK,BEEKMAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2024-10-15T12:33:58.000,01 MANHATTAN,1.0,Precinct 1,1000920032.0,MANHATTAN,982530.0,198298.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71095878620247,-74.00620411729342,POINT (-74.006204117293 40.710958786202)
62768185,2024-10-15T12:16:33.000,2024-10-15T12:41:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11206.0,599 FLUSHING AVENUE,FLUSHING AVENUE,LEE AVENUE,MARCY AVENUE,LEE AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,FLUSHING AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,2024-10-15T12:41:19.000,01 BROOKLYN,33.0,Precinct 90,3022647506.0,BROOKLYN,997951.0,194214.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69973872906557,-73.95058819201579,POINT (-73.950588192016 40.699738729066)
62760556,2024-10-15T12:16:46.000,2024-10-15T20:06:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,Street/Sidewalk,11101.0,44-17 VERNON BOULEVARD,VERNON BOULEVARD,44 AVENUE,44 ROAD,44 AVENUE,44 ROAD,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-10-15T20:06:59.000,02 QUEENS,26.0,Precinct 108,4004520001.0,QUEENS,997484.0,212529.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.75000966086809,-73.95223638252673,POINT (-73.952236382527 40.750009660868)
62762150,2024-10-15T12:17:00.000,2024-10-15T16:20:00.000,DEP,Department of Environmental Protection,Industrial Waste,Concrete In Catch Basin (IEA),IEA,,10457.0,2041 RYER AVENUE,RYER AVENUE,E BURNSIDE AVE,E 180 ST,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection investigated the complaint and issued a violation or order.,2024-10-15T16:20:00.000,05 BRONX,15.0,Precinct 46,2031560075.0,BRONX,1011559.0,249523.0,PHONE,Unspecified,BRONX,,,,,,,,40.8515157332928,-73.90128703376114,POINT (-73.901287033761 40.851515733293)
62763643,2024-10-15T12:17:00.000,2024-10-15T17:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),NM1,,10467.0,2910 WALLACE AVENUE,WALLACE AVENUE,ARNOW AVE,WILLIAMSBRIDGE RD,,,ADDRESS,BRONX,,,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2024-10-15T17:15:00.000,11 BRONX,12.0,Precinct 49,2045490006.0,BRONX,1021765.0,255618.0,ONLINE,Unspecified,BRONX,,,,,,,,40.86820719017923,-73.86436166980643,POINT (-73.864361669806 40.868207190179)
62759153,2024-10-15T12:17:00.000,2024-10-16T12:05:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),L10,,11436.0,123-25 147 STREET,147 STREET,123 AVE,ROCKAWAY BLVD,,,ADDRESS,JAMAICA,,,Closed,,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2024-10-16T12:05:00.000,12 QUEENS,28.0,Precinct 113,4120510155.0,QUEENS,1042116.0,185403.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.675376034736864,-73.79138590289548,POINT (-73.791385902895 40.675376034737)
62765329,2024-10-15T12:17:13.000,2024-10-18T13:02:11.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,,Sidewalk,11419.0,129-01 101 AVENUE,101 AVENUE,129 STREET,129 STREET,129 STREET,129 STREET,ADDRESS,SOUTH RICHMOND HILL,101 AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,2024-10-18T13:02:14.000,09 QUEENS,29.0,Precinct 102,4094730033.0,QUEENS,1034667.0,191507.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.692175644412835,-73.81819471569102,POINT (-73.818194715691 40.692175644413)
